

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
198.600  000.371  000.222: require('telescope.actions.set')
198.956  000.212  000.212: require('telescope.config.resolve')
198.964  000.356  000.144: require('telescope.pickers.entry_display')
199.084  000.115  000.115: require('telescope.from_entry')
199.742  013.079  001.043: require('telescope.actions')
200.807  000.109  000.109: require('plenary.tbl')
200.825  000.240  000.131: require('plenary.vararg.rotate')
200.829  000.347  000.107: require('plenary.vararg')
200.935  000.101  000.101: require('plenary.errors')
200.948  000.597  000.149: require('plenary.async.async')
201.074  000.121  000.121: require('plenary.async.structs')
201.095  000.898  000.180: require('plenary.async.control')
201.625  000.371  000.371: require('telescope.make_entry')
202.116  000.122  000.122: require('plenary.async.util')
202.123  000.228  000.106: require('plenary.async.tests')
202.129  000.353  000.125: require('plenary.async')
202.136  000.495  000.142: require('telescope.finders.async_static_finder')
203.049  000.645  000.645: require('plenary.class')
203.135  000.877  000.232: require('telescope._')
203.142  001.000  000.123: require('telescope.finders.async_oneshot_finder')
203.421  000.273  000.273: require('telescope.finders.async_job_finder')
203.461  002.356  000.217: require('telescope.finders')
204.688  000.672  000.672: require('telescope.debounce')
205.370  000.666  000.666: require('telescope.mappings')
205.632  000.248  000.248: require('telescope.pickers.highlights')
205.841  000.188  000.188: require('telescope.pickers.window')
206.346  000.234  000.234: require('telescope.algos.linked_list')
206.367  000.519  000.285: require('telescope.entry_manager')
206.570  000.197  000.197: require('telescope.pickers.multi')
206.680  003.213  000.723: require('telescope.pickers')
206.754  006.778  000.311: require('telescope.builtin.__lsp')
206.951  007.193  000.416: require('telescope.builtin')
207.796  000.429  000.429: require('fzf_lib')
207.826  000.864  000.434: require('telescope._extensions.fzf')
209.178  000.628  000.628: require('telescope._extensions.file_browser.utils')
209.523  001.393  000.765: require('telescope._extensions.file_browser.actions')
209.833  000.178  000.178: require('telescope._extensions.file_browser.make_entry')
210.007  000.163  000.163: require('plenary.scandir')
210.086  000.554  000.213: require('telescope._extensions.file_browser.finders')
210.202  000.107  000.107: require('telescope._extensions.file_browser.picker')
210.336  000.122  000.122: require('telescope._extensions.file_browser.config')
210.347  002.489  000.313: require('telescope._extensions.file_browser')
213.928  027.600  003.763: require('plugins.telescope')
215.092  000.082  000.082: require('notify.util.queue')
215.100  000.183  000.100: require('notify.util')
215.343  000.236  000.236: require('notify.config.highlights')
215.353  000.535  000.116: require('notify.config')
215.445  000.085  000.085: require('notify.stages')
215.538  000.086  000.086: require('notify.service.notification')
215.798  000.079  000.079: require('notify.animate.spring')
215.804  000.162  000.083: require('notify.animate')
215.813  000.268  000.106: require('notify.windows')
216.103  000.099  000.099: require('notify.service.buffer.highlights')
216.112  000.203  000.104: require('notify.service.buffer')
216.118  000.300  000.098: require('notify.service')
216.219  000.096  000.096: require('notify.stages.util')
216.271  001.553  000.183: require('notify')
216.372  000.093  000.093: require('nvim-tree.iterators.node-iterator')
216.437  001.840  000.194: require('nvim-tree.utils')
216.448  001.944  000.104: require('nvim-tree.events')
216.732  000.096  000.096: require('nvim-tree.log')
216.908  000.168  000.168: require('nvim-tree.git.utils')
217.013  000.098  000.098: require('nvim-tree.git.runner')
217.113  000.093  000.093: require('nvim-tree.watcher')
217.123  000.578  000.123: require('nvim-tree.git')
217.220  000.092  000.092: require('nvim-tree.explorer.watch')
217.312  000.085  000.085: require('nvim-tree.explorer.common')
217.504  000.099  000.099: require('nvim-tree.explorer.node-builders')
217.601  000.089  000.089: require('nvim-tree.explorer.sorters')
217.694  000.086  000.086: require('nvim-tree.explorer.filters')
217.973  000.180  000.180: require('nvim-tree.view')
217.986  000.286  000.106: require('nvim-tree.live-filter')
217.991  000.673  000.113: require('nvim-tree.explorer.explore')
218.097  000.101  000.101: require('nvim-tree.explorer.reload')
218.105  001.650  000.122: require('nvim-tree.explorer')
218.112  003.687  000.094: require('nvim-tree.core')
218.217  000.100  000.100: require('nvim-tree.diagnostics')
218.316  000.090  000.090: require('nvim-tree.renderer.components.padding')
218.412  000.090  000.090: require('nvim-tree.renderer.components.icons')
218.514  000.095  000.095: require('nvim-tree.renderer.components.full-name')
218.605  000.084  000.084: require('nvim-tree.renderer.help')
218.719  000.107  000.107: require('nvim-tree.renderer.components.git')
218.841  000.116  000.116: require('nvim-tree.renderer.builder')
218.940  000.091  000.091: require('nvim-tree.marks')
218.950  004.623  000.163: require('nvim-tree.renderer')
219.058  000.095  000.095: require('nvim-tree.actions.tree-modifiers.collapse-all')
219.147  000.082  000.082: require('nvim-tree.actions.root.dir-up')
219.246  000.093  000.093: require('nvim-tree.actions.root.change-dir')
219.347  000.093  000.093: require('nvim-tree.actions.reloaders.reloaders')
219.447  000.092  000.092: require('nvim-tree.actions.finders.find-file')
219.452  005.221  000.144: require('nvim-tree.lib')
219.559  000.101  000.101: require('nvim-tree.colors')
219.685  000.116  000.116: require('nvim-tree.legacy')
219.806  000.111  000.111: require('nvim-tree.actions.fs.copy-paste')
220.011  000.096  000.096: require('nvim-tree.actions.tree-modifiers.expand-all')
220.123  000.104  000.104: require('nvim-tree.actions.tree-modifiers.toggles')
220.236  000.097  000.097: require('nvim-tree.actions.fs.create-file')
220.334  000.090  000.090: require('nvim-tree.actions.fs.rename-file')
220.457  000.115  000.115: require('nvim-tree.actions.fs.trash')
220.562  000.097  000.097: require('nvim-tree.actions.fs.remove-file')
220.658  000.087  000.087: require('nvim-tree.actions.moves.parent')
220.751  000.086  000.086: require('nvim-tree.actions.moves.sibling')
220.844  000.084  000.084: require('nvim-tree.actions.moves.item')
220.953  000.091  000.091: require('nvim-tree.actions.finders.search-node')
221.044  000.084  000.084: require('nvim-tree.actions.node.run-command')
221.161  000.110  000.110: require('nvim-tree.actions.node.file-popup')
221.274  000.107  000.107: require('nvim-tree.actions.node.system-open')
221.379  000.094  000.094: require('nvim-tree.marks.bulk-move')
221.386  001.570  000.228: require('nvim-tree.actions.dispatch')
221.416  007.371  000.252: require('nvim-tree')
221.500  000.079  000.079: require('nvim-tree.config')
227.242  000.167  000.167: require('nvim-tree.actions')
227.379  000.118  000.118: require('nvim-tree.actions.node.open-file')
229.938  000.096  000.096: require('nvim-tree.marks.navigation')
229.950  000.283  000.187: require('nvim-tree.api')
229.970  000.428  000.145: require('nvim-tree.keymap')
230.837  000.388  000.388: require('nvim-web-devicons')
235.052  021.111  012.560: require('plugins.nvim-tree')
235.504  000.078  000.078: require('cmp.utils.debug')
235.713  000.118  000.118: require('cmp.utils.char')
235.726  000.213  000.095: require('cmp.utils.str')
235.856  000.081  000.081: require('cmp.utils.pattern')
236.130  000.087  000.087: require('cmp.utils.misc')
236.235  000.076  000.076: require('cmp.utils.buffer')
236.331  000.090  000.090: require('cmp.utils.api')
236.342  000.395  000.143: require('cmp.utils.keymap')
236.351  000.488  000.092: require('cmp.utils.feedkeys')
236.449  000.093  000.093: require('cmp.utils.async')
236.739  000.096  000.096: require('cmp.types.cmp')
236.850  000.104  000.104: require('cmp.types.lsp')
236.929  000.072  000.072: require('cmp.types.vim')
236.934  000.396  000.125: require('cmp.types')
237.015  000.076  000.076: require('cmp.utils.cache')
237.023  000.566  000.095: require('cmp.context')
237.331  000.104  000.104: require('cmp.config.mapping')
237.553  000.113  000.113: require('cmp.config.compare')
237.560  000.217  000.103: require('cmp.config.default')
237.587  000.464  000.143: require('cmp.config')
237.812  000.090  000.090: require('cmp.matcher')
237.823  000.230  000.140: require('cmp.entry')
237.841  000.813  000.119: require('cmp.source')
238.025  000.079  000.079: require('cmp.utils.event')
238.243  000.111  000.111: require('cmp.utils.window')
238.251  000.218  000.108: require('cmp.view.docs_view')
238.476  000.090  000.090: require('cmp.utils.autocmd')
238.500  000.244  000.154: require('cmp.view.custom_entries_view')
238.634  000.128  000.128: require('cmp.view.wildmenu_entries_view')
238.755  000.113  000.113: require('cmp.view.native_entries_view')
238.863  000.102  000.102: require('cmp.view.ghost_text_view')
238.881  001.035  000.150: require('cmp.view')
238.989  003.680  000.312: require('cmp.core')
239.418  000.090  000.090: require('cmp.config.sources')
239.512  000.077  000.077: require('cmp.config.window')
239.626  004.433  000.586: require('cmp')
240.106  000.155  000.155: require('symbols-outline.config')
240.113  000.252  000.097: require('symbols-outline.symbols')
240.221  000.102  000.102: require('symbols-outline.ui')
240.319  000.090  000.090: require('symbols-outline.utils.table')
240.419  000.093  000.093: require('symbols-outline.folding')
240.426  000.665  000.127: require('symbols-outline.parser')
240.525  000.094  000.094: require('symbols-outline.providers.init')
240.633  000.101  000.101: require('symbols-outline.writer')
240.736  000.095  000.095: require('symbols-outline.utils.init')
240.833  000.091  000.091: require('symbols-outline.view')
240.850  001.216  000.171: require('symbols-outline')
241.230  000.131  000.131: require('symbols-outline.preview')
241.361  000.116  000.116: require('lspkind')
242.972  007.908  002.012: require('plugins.cmp')
243.606  000.089  000.089: require('luasnip.session')
243.767  000.152  000.152: require('luasnip.util.util')
243.859  000.085  000.085: require('luasnip.util.types')
244.050  000.091  000.091: require('luasnip.util.ext_opts')
244.064  000.198  000.106: require('luasnip.nodes.util')
244.155  000.085  000.085: require('luasnip.util.events')
244.172  000.768  000.161: require('luasnip.nodes.node')
244.482  000.100  000.100: require('luasnip.util.extend_decorator')
244.494  000.316  000.217: require('luasnip.nodes.insertNode')
244.622  000.121  000.121: require('luasnip.nodes.textNode')
244.732  000.099  000.099: require('luasnip.util.mark')
245.531  000.690  000.690: require('luasnip.util._builtin_vars')
245.740  001.001  000.311: require('luasnip.util.environ')
245.858  000.107  000.107: require('luasnip.util.pattern_tokenizer')
245.955  000.090  000.090: require('luasnip.util.dict')
246.068  000.107  000.107: require('luasnip.session.snippet_collection')
246.187  002.972  000.363: require('luasnip.nodes.snippet')
246.397  000.093  000.093: require('luasnip.loaders._caches')
246.532  000.127  000.127: require('luasnip.util.path')
246.578  000.376  000.157: require('luasnip.loaders')
246.775  000.162  000.162: require('luasnip.nodes.functionNode')
246.968  000.183  000.183: require('luasnip.nodes.choiceNode')
247.120  000.144  000.144: require('luasnip.nodes.dynamicNode')
247.312  000.184  000.184: require('luasnip.nodes.restoreNode')
247.690  000.100  000.100: require('luasnip.util.parser.neovim_ast')
255.033  000.125  000.125: require('luasnip.util.directed_graph')
255.055  007.580  007.355: require('luasnip.util.parser.ast_utils')
255.279  000.093  000.093: require('luasnip.util.functions')
255.295  000.233  000.140: require('luasnip.util.parser.ast_parser')
255.501  000.200  000.200: require('luasnip.util.parser.neovim_parser')
255.604  000.094  000.094: require('luasnip.util.str')
255.645  008.280  000.173: require('luasnip.util.parser')
255.883  000.099  000.099: require('luasnip.extras.filetype_functions')
256.032  000.109  000.109: require('luasnip.extras')
256.149  000.105  000.105: require('luasnip.extras.fmt')
256.434  000.095  000.095: require('luasnip.extras.conditions')
256.534  000.093  000.093: require('luasnip.extras.conditions.show')
256.623  000.370  000.183: require('luasnip.extras.conditions.expand')
256.629  000.472  000.102: require('luasnip.extras.expand_conditions')
256.771  000.130  000.130: require('luasnip.nodes.absolute_indexer')
257.169  001.516  000.601: require('luasnip.config')
257.180  014.108  000.290: require('luasnip')
257.405  000.108  000.108: require('luasnip.loaders.util')
257.416  000.229  000.121: require('luasnip.loaders.from_lua')
267.046  024.061  009.725: require('plugins.luasnip')
267.448  000.147  000.147: require('colorizer/nvim')
267.805  000.349  000.349: require('colorizer/trie')
268.146  000.988  000.492: require('colorizer')
269.993  002.931  001.943: require('plugins.colorizer')
270.410  000.098  000.098: require('prettier.utils')
270.439  000.232  000.134: require('prettier.options')
271.132  000.261  000.261: require('null-ls.methods')
271.161  000.413  000.152: require('null-ls.utils')
277.142  005.971  005.971: require('vim.diagnostic')
277.176  006.520  000.136: require('null-ls.config')
277.393  000.095  000.095: require('null-ls.helpers.cache')
277.520  000.119  000.119: require('null-ls.helpers.diagnostics')
277.624  000.095  000.095: require('null-ls.helpers.formatter_factory')
277.868  000.102  000.102: require('null-ls.logger')
277.982  000.106  000.106: require('null-ls.state')
277.990  000.358  000.150: require('null-ls.helpers.generator_factory')
278.195  000.101  000.101: require('null-ls.helpers.command_resolver')
278.202  000.206  000.105: require('null-ls.helpers.make_builtin')
278.309  000.101  000.101: require('null-ls.helpers.range_formatting_args_factory')
278.314  001.128  000.153: require('null-ls.helpers')
278.546  000.112  000.112: require('null-ls.diagnostics')
278.564  000.245  000.134: require('null-ls.sources')
278.670  000.098  000.098: require('null-ls.builtins')
